cluster	status	loglr	df	p	p.adjust	genes
chrN00001:clu_13_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000023706
chrN00001:clu_130_+	Success	0.559228389206169	1	0.290250992260814	0.63537745051699	ENSFALG00000012593
chrN00001:clu_131_+	Success	1.2337478485926	1	0.116222969348102	0.439926566903428	ENSFALG00000012593
chrN00001:clu_132_+	Success	0.0149235156436021	1	0.86283777343773	0.950045175980851	ENSFALG00000012593
chrN00001:clu_133_+	Success	0.0535433098572469	1	0.743485673435666	0.900697153880194	ENSFALG00000012593
chrN00001:clu_134_+	Success	0.478985741675672	1	0.327698490797583	0.664465397316824	ENSFALG00000012598
chrN00001:clu_135_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000012598
chrN00001:clu_136_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012602
chrN00001:clu_137_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012602
chrN00001:clu_138_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000012711
chrN00001:clu_139_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_14_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011001
chrN00001:clu_140_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012615
chrN00001:clu_141_+	Success	3.24957994778983	1	0.0107925476656643	0.193605776523022	ENSFALG00000012615
chrN00001:clu_142_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000012615
chrN00001:clu_143_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012653
chrN00001:clu_144_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012653
chrN00001:clu_145_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012653
chrN00001:clu_146_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012671
chrN00001:clu_147_+	Success	0.0243701960235114	1	0.82526976173379	0.937864377222136	ENSFALG00000012671
chrN00001:clu_148_+	Success	0.265647736977371	1	0.466062724036235	0.754605723682378	ENSFALG00000012711
chrN00001:clu_149_+	Success	2.16124060136335	1	0.0376120411469213	0.307415520584256	ENSFALG00000012711
chrN00001:clu_15_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000023025
chrN00001:clu_150_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000012711
chrN00001:clu_151_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_152_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000012744
chrN00001:clu_153_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012744
chrN00001:clu_154_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_155_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000012800
chrN00001:clu_156_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000012800
chrN00001:clu_157_+	Success	0.687783735658684	1	0.240857613511452	0.592582404677256	ENSFALG00000012821
chrN00001:clu_158_+	Success	0.414978279870013	2	0.660354623537479	0.859372326408864	ENSFALG00000012821
chrN00001:clu_159_+	Success	1.78142637347707	3	0.312701356361818	0.654853829896872	ENSFALG00000012821
chrN00001:clu_16_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_160_+	Success	0.673587928750294	1	0.245772444611808	0.596048326690478	ENSFALG00000012821
chrN00001:clu_161_+	Success	1.03044934014054	2	0.35684657904694	0.687027812265135	ENSFALG00000012821
chrN00001:clu_162_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_163_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_164_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000012835
chrN00001:clu_165_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012835
chrN00001:clu_166_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012835
chrN00001:clu_167_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_168_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_169_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_17_+	Success	0.604742828006351	1	0.271434010328183	0.61766994831617	ENSFALG00000024864,ENSFALG00000028887
chrN00001:clu_170_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000012875
chrN00001:clu_171_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000012890
chrN00001:clu_172_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000012907
chrN00001:clu_173_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000012907
chrN00001:clu_174_+	Success	2.88185081402912	2	0.0560309639134386	0.343624802173339	ENSFALG00000012907
chrN00001:clu_175_+	Success	1.50561519593927	1	0.0826895027141507	0.385798379262457	ENSFALG00000012907
chrN00001:clu_176_+	Success	0.270782278699926	1	0.461785045495336	0.751009724651606	ENSFALG00000012907
chrN00001:clu_177_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000012907
chrN00001:clu_178_+	Success	1.4225746863687	2	0.241092479587774	0.592582404677256	ENSFALG00000012907
chrN00001:clu_179_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000012928
chrN00001:clu_18_+	Success	0.0378895236092234	1	0.78310117230816	0.917439406954555	ENSFALG00000011039
chrN00001:clu_180_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000012928
chrN00001:clu_181_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000012928
chrN00001:clu_182_+	Success	0.720882346754593	2	0.486322961107946	0.768896450204196	ENSFALG00000012928
chrN00001:clu_183_+	Success	4.03632942020583	2	0.0176621840342247	0.240474177816716	ENSFALG00000012928
chrN00001:clu_184_+	Success	1.75429100285749	4	0.47657463207207	0.761245791857987	ENSFALG00000012928
chrN00001:clu_185_+	Success	0.159185607904192	2	0.852838050794739	0.946667178730614	ENSFALG00000012928
chrN00001:clu_186_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012933
chrN00001:clu_187_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_188_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_189_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012991
chrN00001:clu_19_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000011057
chrN00001:clu_190_+	Success	2.22135702734852	1	0.0350504849621793	0.297837265999798	ENSFALG00000012991
chrN00001:clu_191_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012991
chrN00001:clu_192_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000012991
chrN00001:clu_193_+	Success	3.53791897652582	2	0.0290737673639296	0.28000152540528	ENSFALG00000012991
chrN00001:clu_194_+	Success	0.473047432053761	1	0.330715312004534	0.666706392432113	ENSFALG00000012991
chrN00001:clu_195_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013082
chrN00001:clu_196_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013082
chrN00001:clu_197_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013082
chrN00001:clu_198_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013096
chrN00001:clu_199_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013099
chrN00001:clu_2_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000010794
chrN00001:clu_20_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000022865
chrN00001:clu_200_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013099
chrN00001:clu_201_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013099
chrN00001:clu_202_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013099
chrN00001:clu_203_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013099
chrN00001:clu_204_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013099
chrN00001:clu_205_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013099
chrN00001:clu_206_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_207_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_208_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000013101
chrN00001:clu_209_+	Success	5.48645968992514	7	0.139804634356119	0.473654460173966	ENSFALG00000013101
chrN00001:clu_21_+	Success	0.248442583243843	1	0.480871959634035	0.76511450516837	ENSFALG00000022865
chrN00001:clu_210_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_211_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013106
chrN00001:clu_212_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013106
chrN00001:clu_213_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000022978
chrN00001:clu_214_+	Success	4.60040526555497	2	0.0100477629071882	0.186727963607115	ENSFALG00000013124
chrN00001:clu_215_+	Success	0.239260329055639	1	0.489093162881514	0.769828917102182	ENSFALG00000013124
chrN00001:clu_216_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000013124
chrN00001:clu_217_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_218_+	Success	0.183567195513774	2	0.832295947305055	0.939728599387788	NA
chrN00001:clu_219_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000024929
chrN00001:clu_22_+	Success	1.09916316361881	1	0.138160674875806	0.471812906637826	ENSFALG00000022865
chrN00001:clu_220_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000013158
chrN00001:clu_221_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000013158
chrN00001:clu_222_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000013158
chrN00001:clu_223_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013475
chrN00001:clu_224_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000013475
chrN00001:clu_225_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013502
chrN00001:clu_226_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013502
chrN00001:clu_227_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000013506
chrN00001:clu_228_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000013506
chrN00001:clu_229_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000013506
chrN00001:clu_23_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_230_+	Not enough valid samples	NA	NA	NA	NA	NA
chrN00001:clu_231_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000026090
chrN00001:clu_232_+	Success	4.93653966834086	4	0.042620784222943	0.319350113086317	ENSFALG00000013515
chrN00001:clu_233_+	Success	1.2259096674685	2	0.293490600004581	0.638177434429963	ENSFALG00000013515
chrN00001:clu_234_+	Success	0.100823880339306	1	0.653394095639856	0.856411184957326	ENSFALG00000013515
chrN00001:clu_235_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013515
chrN00001:clu_236_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013548
chrN00001:clu_237_+	Success	0.265597254747817	1	0.466105095433022	0.754605723682378	ENSFALG00000013548
chrN00001:clu_238_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000013548
chrN00001:clu_239_+	Success	0.0164013270704118	2	0.983732442363869	0.995578038467112	ENSFALG00000013548
chrN00001:clu_24_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_240_+	Success	0.436881703337022	1	0.349915541250912	0.68269803218032	NA
chrN00001:clu_241_+	Success	0.138487523309777	2	0.870674114332558	0.954515208252052	NA
chrN00001:clu_242_+	Success	1.29107455148755	3	0.460627637558867	0.750333067245823	NA
chrN00001:clu_243_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_244_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000013565
chrN00001:clu_245_+	Success	1.01190245137263	2	0.363526729368862	0.69153404834523	ENSFALG00000013565
chrN00001:clu_246_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000013565
chrN00001:clu_247_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013592
chrN00001:clu_248_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013592
chrN00001:clu_249_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_25_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_250_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_251_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013610
chrN00001:clu_252_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013610
chrN00001:clu_253_-	Success	0.0560391291204496	1	0.737790361383466	0.899569786182606	ENSFALG00000026666,ENSFALG00000010760
chrN00001:clu_254_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_255_-	Success	0.350447200064693	2	0.704373023613445	0.882311493469914	ENSFALG00000026666
chrN00001:clu_256_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000010760,ENSFALG00000026666
chrN00001:clu_257_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000010760,ENSFALG00000026666
chrN00001:clu_258_-	Success	0.399401528163537	2	0.670721333772335	0.86551127982597	ENSFALG00000010770
chrN00001:clu_259_-	Success	6.20698907544329	3	0.0060915825669833	0.158956163385057	ENSFALG00000010770
chrN00001:clu_26_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011201
chrN00001:clu_260_-	Not enough valid samples	NA	NA	NA	NA	NA
chrN00001:clu_261_-	Success	2.02177173317358	2	0.132420643074378	0.463844127584089	ENSFALG00000010776
chrN00001:clu_262_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000010776,ENSFALG00000027740
chrN00001:clu_263_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000010846
chrN00001:clu_264_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000010846
chrN00001:clu_265_-	Success	1.51661341280288	2	0.21945382944579	0.568292908453587	ENSFALG00000010846
chrN00001:clu_266_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000010846
chrN00001:clu_267_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000010846
chrN00001:clu_268_-	Success	1.09928996034176	2	0.333107519297978	0.66863379072156	ENSFALG00000010853
chrN00001:clu_269_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000010853
chrN00001:clu_27_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011201
chrN00001:clu_270_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000010875
chrN00001:clu_271_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000010875
chrN00001:clu_272_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000010875
chrN00001:clu_273_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000010875
chrN00001:clu_274_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000010959
chrN00001:clu_275_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000010959
chrN00001:clu_276_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000010959
chrN00001:clu_277_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000010959
chrN00001:clu_278_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000010965
chrN00001:clu_279_-	Success	0.478501308713703	2	0.619711452347962	0.837594186175062	ENSFALG00000010975
chrN00001:clu_28_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_280_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000010975
chrN00001:clu_281_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000010977
chrN00001:clu_282_-	Success	0.605922305508233	1	0.270967108870277	0.61766994831617	ENSFALG00000010983
chrN00001:clu_283_-	Success	0.196141930508844	1	0.531101343956897	0.792032604069523	ENSFALG00000011032
chrN00001:clu_284_-	Success	2.0910965160391	6	0.652035934053872	0.856408295863482	ENSFALG00000011032
chrN00001:clu_285_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000011050
chrN00001:clu_286_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011117
chrN00001:clu_287_-	Success	0.249270759485285	2	0.779368923285566	0.915682429043811	ENSFALG00000011117
chrN00001:clu_288_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011168
chrN00001:clu_289_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000011168
chrN00001:clu_29_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011294
chrN00001:clu_290_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011225
chrN00001:clu_291_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011225
chrN00001:clu_292_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000011225
chrN00001:clu_293_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000011225
chrN00001:clu_294_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_295_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_296_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_297_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_298_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_299_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_3_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000028426
chrN00001:clu_30_+	Success	0.453475693257815	2	0.635415798711419	0.846519300512231	ENSFALG00000011294
chrN00001:clu_300_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_301_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_302_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_303_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011329
chrN00001:clu_304_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000018764
chrN00001:clu_305_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000026618
chrN00001:clu_306_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000026618
chrN00001:clu_307_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000026618
chrN00001:clu_308_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000026618
chrN00001:clu_309_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000026618
chrN00001:clu_31_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_310_-	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_311_-	Success	1.59640547549589	6	0.784286995136662	0.91818458959488	ENSFALG00000011450
chrN00001:clu_312_-	Success	0.80277753603832	3	0.658130901318809	0.858409385155409	ENSFALG00000011450
chrN00001:clu_313_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011450
chrN00001:clu_314_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_315_-	Success	5.64730412532572	7	0.1262746264293	0.455135865399375	ENSFALG00000011511
chrN00001:clu_316_-	Success	1.87113257749365	6	0.711507209761677	0.885304535773443	ENSFALG00000011511
chrN00001:clu_317_-	Success	0.0729949231814189	1	0.702397444840426	0.880709822403743	ENSFALG00000011531
chrN00001:clu_318_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011515
chrN00001:clu_319_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011515
chrN00001:clu_32_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011393,ENSFALG00000027820
chrN00001:clu_320_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011531
chrN00001:clu_321_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011531
chrN00001:clu_322_-	Success	0.888529346778398	2	0.411260129263302	0.724513952455186	ENSFALG00000011531
chrN00001:clu_323_-	Success	0.388404076314728	2	0.678138268281905	0.869215669591348	ENSFALG00000011531
chrN00001:clu_324_-	Success	0.445663054537079	1	0.345118197800489	0.679527960390795	ENSFALG00000011531
chrN00001:clu_325_-	Success	0.0234497095973296	1	0.82854912785932	0.938336395473505	ENSFALG00000011531
chrN00001:clu_326_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011606
chrN00001:clu_327_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000011606
chrN00001:clu_328_-	Success	7.06328660709096	11	0.22606863809329	0.575255161850089	ENSFALG00000011650,ENSFALG00000026400
chrN00001:clu_329_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000026400,ENSFALG00000011650
chrN00001:clu_33_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011393
chrN00001:clu_330_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000011650,ENSFALG00000026400
chrN00001:clu_331_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chrN00001:clu_332_-	Success	0.771129267981223	2	0.462490497595019	0.75164084048444	ENSFALG00000011717
chrN00001:clu_333_-	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_334_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000011779
