cluster	status	loglr	df	p	p.adjust	genes
chrN00001:clu_16_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_160_+	Success	0.348852983869506	1	0.403555597579017	0.713576064597019	ENSFALG00000012821
chrN00001:clu_161_+	Success	0.571050901084277	2	0.564931439574651	0.796702773092526	ENSFALG00000012821
chrN00001:clu_162_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_163_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_164_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012835
chrN00001:clu_165_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000012835
chrN00001:clu_166_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000012835
chrN00001:clu_167_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_168_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_169_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_17_+	Success	0.0782516695300615	1	0.692396426470832	0.865369963568495	ENSFALG00000024864,ENSFALG00000028887
chrN00001:clu_170_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000012875
chrN00001:clu_171_+	Success	2.56659567588278	2	0.076796541232119	0.353546932029792	ENSFALG00000012890
chrN00001:clu_172_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000012907
chrN00001:clu_173_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000012907
chrN00001:clu_174_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012907
chrN00001:clu_175_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000012907
chrN00001:clu_176_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000012907
chrN00001:clu_177_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000012907
chrN00001:clu_178_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012907
chrN00001:clu_179_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012928
chrN00001:clu_18_+	Success	0.614079285415698	1	0.267765451298752	0.607163789023392	ENSFALG00000011039
chrN00001:clu_180_+	Success	5.51889237020049	4	0.0261426319134782	0.211570275120631	ENSFALG00000012928
chrN00001:clu_181_+	Success	0.384561337624319	1	0.380488596653117	0.699756097376429	ENSFALG00000012928
chrN00001:clu_182_+	Success	1.61200594835077	2	0.199487051733352	0.540033007681554	ENSFALG00000012928
chrN00001:clu_183_+	Success	1.75065482369897	2	0.173660189402499	0.50883569130019	ENSFALG00000012928
chrN00001:clu_184_+	Success	0.611862819564465	2	0.542339646600144	0.78442436612478	ENSFALG00000012928
chrN00001:clu_185_+	Success	1.67088968000144	2	0.188079660468677	0.52689528544765	ENSFALG00000012928
chrN00001:clu_186_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012933
chrN00001:clu_187_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_188_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_189_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000012991
chrN00001:clu_19_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000011057
chrN00001:clu_190_+	Success	0.244943293428619	1	0.483977899808323	0.756809055752846	ENSFALG00000012991
chrN00001:clu_191_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000012991
chrN00001:clu_192_+	Success	0.365984541773912	2	0.693513521615709	0.86577725596807	ENSFALG00000012991
chrN00001:clu_193_+	Success	2.94043668017184	2	0.0528426483625783	0.299408091609526	ENSFALG00000012991
chrN00001:clu_194_+	Success	0.105130629163384	1	0.646562709462717	0.842750901715151	ENSFALG00000012991
chrN00001:clu_195_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013082
chrN00001:clu_196_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013082
chrN00001:clu_197_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013082
chrN00001:clu_198_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013096
chrN00001:clu_199_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013099
chrN00001:clu_2_+	Success	0.261296256362357	2	0.770052752791446	0.901838944764831	ENSFALG00000010794
chrN00001:clu_20_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000022865
chrN00001:clu_200_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013099
chrN00001:clu_201_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013099
chrN00001:clu_202_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013099
chrN00001:clu_203_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013099
chrN00001:clu_204_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013099
chrN00001:clu_205_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013099
chrN00001:clu_206_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_207_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_208_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000013101
chrN00001:clu_209_+	Success	8.17300829990006	6	0.0120124629951307	0.142517025145597	ENSFALG00000013101
chrN00001:clu_21_+	Success	1.73061168720776	1	0.0628238173109606	0.322933282632495	ENSFALG00000022865
chrN00001:clu_210_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_211_+	Success	0.502369148780971	1	0.316166688449759	0.650076270983779	ENSFALG00000013106
chrN00001:clu_212_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000013106
chrN00001:clu_213_+	Success	0.113139711484251	1	0.634296409440173	0.835796500051666	ENSFALG00000022978
chrN00001:clu_214_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000013124
chrN00001:clu_215_+	Success	0.0316621924584553	1	0.801316733818254	0.91381640955805	ENSFALG00000013124
chrN00001:clu_216_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000013124
chrN00001:clu_217_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_218_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_219_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000024929
chrN00001:clu_22_+	Success	5.76686037458853	5	0.0417666917614509	0.2639097634863	ENSFALG00000022865
chrN00001:clu_220_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013158
chrN00001:clu_221_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013158
chrN00001:clu_222_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013158
chrN00001:clu_223_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013475
chrN00001:clu_224_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013475
chrN00001:clu_225_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000013502
chrN00001:clu_226_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000013502
chrN00001:clu_227_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013506
chrN00001:clu_228_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013506
chrN00001:clu_229_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013506
chrN00001:clu_23_+	Success	0.279883936340298	1	0.454353785303145	0.742270869516571	NA
chrN00001:clu_230_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_231_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000026090
chrN00001:clu_232_+	Success	1.07205106280026	4	0.709274902768608	0.874003385377013	ENSFALG00000013515
chrN00001:clu_233_+	Success	0.702737909560142	2	0.495227557681915	0.762514687175777	ENSFALG00000013515
chrN00001:clu_234_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000013515
chrN00001:clu_235_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013515
chrN00001:clu_236_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013548
chrN00001:clu_237_+	Success	0.940926035026678	1	0.170123797133892	0.50358252222008	ENSFALG00000013548
chrN00001:clu_238_+	Success	0.91396807814553	3	0.608874666261305	0.821583988136466	ENSFALG00000013548
chrN00001:clu_239_+	Success	2.80620968700941	4	0.230023034321109	0.570921403557523	ENSFALG00000013548
chrN00001:clu_24_+	Success	8.21957465086598	4	0.00248310434972817	0.0533987391923427	NA
chrN00001:clu_240_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chrN00001:clu_241_+	Success	0.154329210128708	1	0.578504601362079	0.804826595706706	NA
chrN00001:clu_242_+	Success	1.56126630402059	3	0.373116171768007	0.694803028080018	NA
chrN00001:clu_243_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_244_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013565
chrN00001:clu_245_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013565
chrN00001:clu_246_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013565
chrN00001:clu_247_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013592
chrN00001:clu_248_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013592
chrN00001:clu_249_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_25_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_250_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_251_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000013610
chrN00001:clu_252_+	Success	1.70625737653404	4	0.491304717376426	0.760313905580101	ENSFALG00000013610
chrN00001:clu_253_-	Success	2.43603809093338	2	0.0875068598038366	0.378558587382681	ENSFALG00000026666,ENSFALG00000010760
chrN00001:clu_254_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_255_-	Success	1.64998720392535	2	0.192052366121445	0.531801404298511	ENSFALG00000026666
chrN00001:clu_256_-	Success	0.630184494916989	2	0.532493549590504	0.780120136910359	ENSFALG00000010760,ENSFALG00000026666
chrN00001:clu_257_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000010760,ENSFALG00000026666
chrN00001:clu_258_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000010770
chrN00001:clu_259_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000010770
chrN00001:clu_26_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011201
chrN00001:clu_260_-	Success	3.11897498552287	2	0.0442024533614878	0.270656425225121	NA
chrN00001:clu_261_-	Success	0.197291036366778	2	0.820951671749246	0.920939909392625	ENSFALG00000010776
chrN00001:clu_262_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000010776,ENSFALG00000027740
chrN00001:clu_263_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000010846
chrN00001:clu_264_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000010846
chrN00001:clu_265_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000010846
chrN00001:clu_266_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000010846
chrN00001:clu_267_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000010846
chrN00001:clu_268_-	Success	0.904876998850341	2	0.404591647280312	0.714131529686085	ENSFALG00000010853
chrN00001:clu_269_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000010853
chrN00001:clu_27_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011201
chrN00001:clu_270_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000010875
chrN00001:clu_271_-	Success	0.108795281509344	1	0.640881952965845	0.839899792046275	ENSFALG00000010875
chrN00001:clu_272_-	Success	0.1393525531455	1	0.597551194526998	0.815661381224749	ENSFALG00000010875
chrN00001:clu_273_-	Success	0.650727467374054	2	0.521666143592774	0.776147958050079	ENSFALG00000010875
chrN00001:clu_274_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000010959
chrN00001:clu_275_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000010959
chrN00001:clu_276_-	Success	2.36812666419735	3	0.192160520906246	0.531801404298511	ENSFALG00000010959
chrN00001:clu_277_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000010959
chrN00001:clu_278_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000010965
chrN00001:clu_279_-	Success	0.485125617208269	2	0.615619859458839	0.825541074662371	ENSFALG00000010975
chrN00001:clu_28_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_280_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000010975
chrN00001:clu_281_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000010977
chrN00001:clu_282_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000010983
chrN00001:clu_283_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000011032
chrN00001:clu_284_-	Success	3.72644795923566	3	0.058781189917031	0.314202371035916	ENSFALG00000011032
chrN00001:clu_285_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000011050
chrN00001:clu_286_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011117
chrN00001:clu_287_-	Success	0.195114439468284	2	0.822740498683142	0.921541253141962	ENSFALG00000011117
chrN00001:clu_288_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000011168
chrN00001:clu_289_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011168
chrN00001:clu_29_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011294
chrN00001:clu_290_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000011225
chrN00001:clu_291_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011225
chrN00001:clu_292_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011225
chrN00001:clu_293_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011225
chrN00001:clu_294_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_295_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_296_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_297_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_298_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_299_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_3_+	Success	0.516847856666374	1	0.309292228755436	0.647400954084793	ENSFALG00000028426
chrN00001:clu_30_+	Success	2.64912520134203	4	0.258040757085211	0.599357385945639	ENSFALG00000011294
chrN00001:clu_300_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_301_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_302_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_303_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011329
chrN00001:clu_304_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000018764
chrN00001:clu_305_-	Success	1.97563543839738	3	0.266774298807593	0.607150865555837	ENSFALG00000026618
chrN00001:clu_306_-	Success	0.0455638764619835	1	0.76274831737377	0.898703382556249	ENSFALG00000026618
chrN00001:clu_307_-	Success	2.60384908392774	1	0.0224870873634773	0.197543681297493	ENSFALG00000026618
chrN00001:clu_308_-	Success	5.94423299114715	6	0.0645037485729739	0.328394707256547	ENSFALG00000026618
chrN00001:clu_309_-	Success	1.24961989515987	3	0.475428485921929	0.751952355687144	ENSFALG00000026618
chrN00001:clu_31_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_310_-	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_311_-	Success	11.05193503699	5	0.000500319103510804	0.0190356452075072	ENSFALG00000011450
chrN00001:clu_312_-	Success	9.15657593665378	3	0.000379046649798598	0.015843438136887	ENSFALG00000011450
chrN00001:clu_313_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011450
chrN00001:clu_314_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_315_-	Success	7.25448220439102	8	0.0694266242603255	0.33794169782897	ENSFALG00000011511
chrN00001:clu_316_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000011511
chrN00001:clu_317_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011531
chrN00001:clu_318_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011515
chrN00001:clu_319_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011515
chrN00001:clu_32_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011393,ENSFALG00000027820
chrN00001:clu_320_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011531
chrN00001:clu_321_-	Success	1.32107997233254	1	0.104061977990667	0.410435640440495	ENSFALG00000011531
chrN00001:clu_322_-	Success	0.41724672295129	4	0.933764829510098	0.970910718294594	ENSFALG00000011531
chrN00001:clu_323_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011531
chrN00001:clu_324_-	Success	0.482996119865987	1	0.325681740721036	0.657857499481182	ENSFALG00000011531
chrN00001:clu_325_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011531
chrN00001:clu_326_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011606
chrN00001:clu_327_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000011606
chrN00001:clu_328_-	Success	1.8954539805618	9	0.924627540784773	0.967555124072266	ENSFALG00000011650,ENSFALG00000026400
chrN00001:clu_329_-	Success	0.156528628739466	1	0.575810161519697	0.803390983859874	ENSFALG00000026400,ENSFALG00000011650
chrN00001:clu_33_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011393
chrN00001:clu_330_-	Success	1.22061081396171	2	0.295049891279184	0.635113438602169	ENSFALG00000011650,ENSFALG00000026400
