cluster	status	loglr	df	p	p.adjust	genes
chrN00001:clu_13_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000023706
chrN00001:clu_130_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012593
chrN00001:clu_131_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012593
chrN00001:clu_132_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000012593
chrN00001:clu_133_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012593
chrN00001:clu_134_+	Success	0.480029573481204	1	0.327171976206396	0.604358831819595	ENSFALG00000012598
chrN00001:clu_135_+	Success	2.02703969067166	1	0.0440647397026286	0.252581181814769	ENSFALG00000012598
chrN00001:clu_136_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000012602
chrN00001:clu_137_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000012602
chrN00001:clu_138_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012711
chrN00001:clu_139_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_14_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011001
chrN00001:clu_140_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012615
chrN00001:clu_141_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012615
chrN00001:clu_142_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012615
chrN00001:clu_143_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012653
chrN00001:clu_144_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000012653
chrN00001:clu_145_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000012653
chrN00001:clu_146_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012671
chrN00001:clu_147_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000012671
chrN00001:clu_148_+	Success	0.678053424211413	1	0.244213339931325	0.528693648704274	ENSFALG00000012711
chrN00001:clu_149_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000012711
chrN00001:clu_15_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000023025
chrN00001:clu_150_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000012711
chrN00001:clu_151_+	Not enough valid samples	NA	NA	NA	NA	NA
chrN00001:clu_152_+	Success	3.17842580419472	4	0.174036326171335	0.451416293798921	ENSFALG00000012744
chrN00001:clu_153_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000012744
chrN00001:clu_154_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_155_+	Success	4.81274312379233	1	0.00191895637876007	0.0523681968536701	ENSFALG00000012800
chrN00001:clu_156_+	Success	0.719517675015879	1	0.230295505565136	0.516044326400576	ENSFALG00000012800
chrN00001:clu_157_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000012821
chrN00001:clu_158_+	Success	0.430895756859798	2	0.649926657639309	0.831381891293693	ENSFALG00000012821
chrN00001:clu_159_+	Success	2.91621426168933	3	0.120053733852029	0.384458865314402	ENSFALG00000012821
chrN00001:clu_16_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_160_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000012821
chrN00001:clu_161_+	Success	0.453419098471102	2	0.635451760950649	0.823179084740923	ENSFALG00000012821
chrN00001:clu_162_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_163_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_164_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012835
chrN00001:clu_165_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000012835
chrN00001:clu_166_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000012835
chrN00001:clu_167_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_168_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_169_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_17_+	Success	0.0341241049810606	1	0.79390466989579	0.907791354217234	ENSFALG00000024864,ENSFALG00000028887
chrN00001:clu_170_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000012875
chrN00001:clu_171_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000012890
chrN00001:clu_172_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000012907
chrN00001:clu_173_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012907
chrN00001:clu_174_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012907
chrN00001:clu_175_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000012907
chrN00001:clu_176_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000012907
chrN00001:clu_177_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000012907
chrN00001:clu_178_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012907
chrN00001:clu_179_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012928
chrN00001:clu_18_+	Success	0.203052342192134	1	0.523953264683024	0.752785614640833	ENSFALG00000011039
chrN00001:clu_180_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000012928
chrN00001:clu_181_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000012928
chrN00001:clu_182_+	Success	0.771708134360779	2	0.462222854867259	0.710438564155008	ENSFALG00000012928
chrN00001:clu_183_+	Success	4.27412962158292	2	0.0139241627370052	0.151482589193326	ENSFALG00000012928
chrN00001:clu_184_+	Success	1.83373288415697	3	0.299683004698749	0.583166115590919	ENSFALG00000012928
chrN00001:clu_185_+	Success	2.26965318350835	2	0.103348016664941	0.361428240800664	ENSFALG00000012928
chrN00001:clu_186_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012933
chrN00001:clu_187_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_188_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_189_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012991
chrN00001:clu_19_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000011057
chrN00001:clu_190_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000012991
chrN00001:clu_191_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000012991
chrN00001:clu_192_+	Success	0.0769108214734615	2	0.925972426781199	0.970039873003935	ENSFALG00000012991
chrN00001:clu_193_+	Success	0.100754147888324	1	0.653506137752735	0.833515962207747	ENSFALG00000012991
chrN00001:clu_194_+	Success	1.87710452296631	1	0.0526747116647383	0.273688859267717	ENSFALG00000012991
chrN00001:clu_195_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013082
chrN00001:clu_196_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013082
chrN00001:clu_197_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013082
chrN00001:clu_198_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013096
chrN00001:clu_199_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013099
chrN00001:clu_2_+	Success	3.00167746011499	2	0.0497036225545135	0.266918153457505	ENSFALG00000010794
chrN00001:clu_20_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000022865
chrN00001:clu_200_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013099
chrN00001:clu_201_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013099
chrN00001:clu_202_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013099
chrN00001:clu_203_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013099
chrN00001:clu_204_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013099
chrN00001:clu_205_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013099
chrN00001:clu_206_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_207_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_208_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013101
chrN00001:clu_209_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000013101
chrN00001:clu_21_+	Success	0.0291785983213231	1	0.809111554941056	0.915960485136062	ENSFALG00000022865
chrN00001:clu_210_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_211_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000013106
chrN00001:clu_212_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000013106
chrN00001:clu_213_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000022978
chrN00001:clu_214_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000013124
chrN00001:clu_215_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000013124
chrN00001:clu_216_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000013124
chrN00001:clu_217_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_218_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_219_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000024929
chrN00001:clu_22_+	Success	2.97214601548785	5	0.311677349707932	0.593213939749531	ENSFALG00000022865
chrN00001:clu_220_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013158
chrN00001:clu_221_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013158
chrN00001:clu_222_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013158
chrN00001:clu_223_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013475
chrN00001:clu_224_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013475
chrN00001:clu_225_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000013502
chrN00001:clu_226_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000013502
chrN00001:clu_227_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013506
chrN00001:clu_228_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013506
chrN00001:clu_229_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013506
chrN00001:clu_23_+	Success	1.17579571875717	1	0.125155180138355	0.389076403952607	NA
chrN00001:clu_230_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_231_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000026090
chrN00001:clu_232_+	Success	5.13626197081248	4	0.0360789309726049	0.23289433887774	ENSFALG00000013515
chrN00001:clu_233_+	Success	0.231446989316908	2	0.793384752256058	0.907791354217234	ENSFALG00000013515
chrN00001:clu_234_+	Success	1.35194040217939	1	0.100104310868129	0.357013227244996	ENSFALG00000013515
chrN00001:clu_235_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013515
chrN00001:clu_236_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013548
chrN00001:clu_237_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000013548
chrN00001:clu_238_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000013548
chrN00001:clu_239_+	Success	1.60127038528458	4	0.524520666379872	0.752955711222456	ENSFALG00000013548
chrN00001:clu_24_+	Success	7.93145666021155	4	0.0032087393052467	0.0706886714784749	NA
chrN00001:clu_240_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chrN00001:clu_241_+	Success	0.0097083460009344	1	0.889178487433769	0.95442047151405	NA
chrN00001:clu_242_+	Success	2.46312178517724	3	0.177278309711203	0.456475293418737	NA
chrN00001:clu_243_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_244_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013565
chrN00001:clu_245_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013565
chrN00001:clu_246_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013565
chrN00001:clu_247_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013592
chrN00001:clu_248_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013592
chrN00001:clu_249_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_25_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_250_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_251_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000013610
chrN00001:clu_252_+	Success	1.55779738203546	4	0.538670672760817	0.762133810730937	ENSFALG00000013610
chrN00001:clu_253_-	Success	3.50691505827422	2	0.0299892870846044	0.214191653302323	ENSFALG00000026666,ENSFALG00000010760
chrN00001:clu_254_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_255_-	Success	0.435030091611111	2	0.647245190134435	0.829534661179807	ENSFALG00000026666
chrN00001:clu_256_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000010760,ENSFALG00000026666
chrN00001:clu_257_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000010760,ENSFALG00000026666
chrN00001:clu_258_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000010770
chrN00001:clu_259_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000010770
chrN00001:clu_26_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011201
chrN00001:clu_260_-	Success	2.93653466203403	2	0.053049244143049	0.27461248192151	NA
chrN00001:clu_261_-	Success	2.01559018992202	2	0.133241742222273	0.400931814241924	ENSFALG00000010776
chrN00001:clu_262_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000010776,ENSFALG00000027740
chrN00001:clu_263_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000010846
chrN00001:clu_264_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000010846
chrN00001:clu_265_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000010846
chrN00001:clu_266_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000010846
chrN00001:clu_267_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000010846
chrN00001:clu_268_-	Success	0.58126194313715	2	0.559192252295949	0.776081044935125	ENSFALG00000010853
chrN00001:clu_269_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000010853
chrN00001:clu_27_+	Success	0.961475625379947	1	0.165531681027308	0.442729041858396	ENSFALG00000011201
chrN00001:clu_270_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000010875
chrN00001:clu_271_-	Success	0.109862296848405	1	0.639249844305801	0.824806092283742	ENSFALG00000010875
chrN00001:clu_272_-	Success	0.28133190836013	1	0.453188937106745	0.705252543071112	ENSFALG00000010875
chrN00001:clu_273_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000010875
chrN00001:clu_274_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000010959
chrN00001:clu_275_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000010959
chrN00001:clu_276_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000010959
chrN00001:clu_277_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000010959
chrN00001:clu_278_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000010965
chrN00001:clu_279_-	Success	1.46910392797577	2	0.230131607318004	0.515855559224231	ENSFALG00000010975
chrN00001:clu_28_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_280_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000010975
chrN00001:clu_281_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000010977
chrN00001:clu_282_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000010983
chrN00001:clu_283_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000011032
chrN00001:clu_284_-	Success	5.13756796026826	3	0.0163664992626227	0.162223624793439	ENSFALG00000011032
chrN00001:clu_285_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000011050
chrN00001:clu_286_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011117
chrN00001:clu_287_-	Success	0.219815491962663	2	0.802666882791817	0.912481736393064	ENSFALG00000011117
chrN00001:clu_288_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000011168
chrN00001:clu_289_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000011168
chrN00001:clu_29_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011294
chrN00001:clu_290_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011225
chrN00001:clu_291_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011225
chrN00001:clu_292_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011225
chrN00001:clu_293_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000011225
chrN00001:clu_294_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_295_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_296_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_297_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_298_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_299_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_3_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000028426
chrN00001:clu_30_+	Success	3.61423943489081	4	0.124295636787036	0.387755979406265	ENSFALG00000011294
chrN00001:clu_300_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_301_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_302_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_303_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011329
chrN00001:clu_304_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000018764
chrN00001:clu_305_-	Success	7.82618690299137	3	0.00133608748955892	0.0439774457648216	ENSFALG00000026618
chrN00001:clu_306_-	Success	1.29284540729088	1	0.107833352693929	0.370853196204159	ENSFALG00000026618
chrN00001:clu_307_-	Success	1.23785611374973	1	0.115617059784073	0.379940693087916	ENSFALG00000026618
chrN00001:clu_308_-	Success	11.6507166269239	6	0.000701557912357352	0.0309028879890162	ENSFALG00000026618
chrN00001:clu_309_-	Success	3.53613871161178	3	0.069629379734774	0.308864089421339	ENSFALG00000026618
chrN00001:clu_31_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_310_-	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_311_-	Success	11.3967268144987	4	0.000139242388225322	0.011995473889337	ENSFALG00000011450
chrN00001:clu_312_-	Success	2.19235039522482	4	0.356438719497253	0.629901165130259	ENSFALG00000011450
chrN00001:clu_313_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011450
chrN00001:clu_314_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_315_-	Success	4.10544226998354	8	0.413146266778404	0.678155441240477	ENSFALG00000011511
chrN00001:clu_316_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000011511
chrN00001:clu_317_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000011531
chrN00001:clu_318_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011515
chrN00001:clu_319_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000011515
chrN00001:clu_32_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011393,ENSFALG00000027820
chrN00001:clu_320_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011531
chrN00001:clu_321_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000011531
chrN00001:clu_322_-	Success	0.650660268291517	4	0.861151443184042	0.941839129702218	ENSFALG00000011531
chrN00001:clu_323_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011531
chrN00001:clu_324_-	Success	0.183045573863524	1	0.545142675389393	0.767091266155916	ENSFALG00000011531
chrN00001:clu_325_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011531
chrN00001:clu_326_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011606
chrN00001:clu_327_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000011606
chrN00001:clu_328_-	Success	4.20640975570859	9	0.493137678295114	0.732775706802237	ENSFALG00000011650,ENSFALG00000026400
chrN00001:clu_329_-	Success	0.0304014149893419	1	0.805231505278845	0.913744832171836	ENSFALG00000026400,ENSFALG00000011650
chrN00001:clu_33_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011393
chrN00001:clu_330_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000011650,ENSFALG00000026400
chrN00001:clu_331_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chrN00001:clu_332_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000011717
chrN00001:clu_333_-	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_334_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011779
chrN00001:clu_335_-	Success	9.22599181412511	4	0.00100671863042937	0.0379266879284956	ENSFALG00000011801
chrN00001:clu_336_-	Success	3.87227919029283	4	0.101396433963246	0.359557120460228	ENSFALG00000011801
chrN00001:clu_337_-	Success	0.400140241358372	1	0.371009523035585	0.641453035615043	ENSFALG00000011817
