cluster	status	loglr	df	p	p.adjust	genes
chrN00001:clu_162_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_163_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_164_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012835
chrN00001:clu_165_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012835
chrN00001:clu_166_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000012835
chrN00001:clu_167_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_168_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_169_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_17_+	Success	0.173685108314103	1	0.555605574997326	0.8325129797298	ENSFALG00000024864,ENSFALG00000028887
chrN00001:clu_170_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000012875
chrN00001:clu_171_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000012890
chrN00001:clu_172_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000012907
chrN00001:clu_173_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000012907
chrN00001:clu_174_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000012907
chrN00001:clu_175_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000012907
chrN00001:clu_176_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012907
chrN00001:clu_177_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000012907
chrN00001:clu_178_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012907
chrN00001:clu_179_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012928
chrN00001:clu_18_+	Success	0.0576786402592049	1	0.73412548815805	0.9077852720643	ENSFALG00000011039
chrN00001:clu_180_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000012928
chrN00001:clu_181_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000012928
chrN00001:clu_182_+	Success	2.14153559344311	2	0.117474311663145	0.483365929299782	ENSFALG00000012928
chrN00001:clu_183_+	Success	0.83926245095364	2	0.432029048563454	0.765432191672622	ENSFALG00000012928
chrN00001:clu_184_+	Success	0.882016513878625	3	0.622792849928663	0.86264101276417	ENSFALG00000012928
chrN00001:clu_185_+	Success	0.403240861793392	3	0.847916070687987	0.949213019244221	ENSFALG00000012928
chrN00001:clu_186_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012933
chrN00001:clu_187_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_188_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_189_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000012991
chrN00001:clu_19_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000011057
chrN00001:clu_190_+	Success	2.53455120446161	1	0.0243559921932579	0.307025797696061	ENSFALG00000012991
chrN00001:clu_191_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000012991
chrN00001:clu_192_+	Success	0.183984830951886	2	0.831948423596623	0.944886223077165	ENSFALG00000012991
chrN00001:clu_193_+	Success	3.92592239177498	2	0.0197239352826105	0.282463030003222	ENSFALG00000012991
chrN00001:clu_194_+	Success	1.75471701970842	1	0.0610202973684152	0.390757072219348	ENSFALG00000012991
chrN00001:clu_195_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013082
chrN00001:clu_196_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013082
chrN00001:clu_197_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013082
chrN00001:clu_198_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013096
chrN00001:clu_199_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013099
chrN00001:clu_2_+	Success	2.51170631561507	2	0.0811296882147713	0.431160104502488	ENSFALG00000010794
chrN00001:clu_20_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000022865
chrN00001:clu_200_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013099
chrN00001:clu_201_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013099
chrN00001:clu_202_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013099
chrN00001:clu_203_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013099
chrN00001:clu_204_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013099
chrN00001:clu_205_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013099
chrN00001:clu_206_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_207_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_208_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000013101
chrN00001:clu_209_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000013101
chrN00001:clu_21_+	Success	1.87276645432948	1	0.0529488405349752	0.376999810721353	ENSFALG00000022865
chrN00001:clu_210_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_211_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000013106
chrN00001:clu_212_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000013106
chrN00001:clu_213_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000022978
chrN00001:clu_214_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000013124
chrN00001:clu_215_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000013124
chrN00001:clu_216_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000013124
chrN00001:clu_217_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_218_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_219_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000024929
chrN00001:clu_22_+	Success	3.45688105653096	5	0.227133346326574	0.608365627640404	ENSFALG00000022865
chrN00001:clu_220_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013158
chrN00001:clu_221_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013158
chrN00001:clu_222_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000013158
chrN00001:clu_223_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013475
chrN00001:clu_224_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013475
chrN00001:clu_225_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000013502
chrN00001:clu_226_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000013502
chrN00001:clu_227_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013506
chrN00001:clu_228_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013506
chrN00001:clu_229_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013506
chrN00001:clu_23_+	Success	1.13649126349793	1	0.131646336333513	0.497197245794652	NA
chrN00001:clu_230_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_231_+	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000026090
chrN00001:clu_232_+	Success	2.02924942874665	4	0.398146777817885	0.750884421467763	ENSFALG00000013515
chrN00001:clu_233_+	Success	0.391480327244381	2	0.676055350235568	0.88586699461652	ENSFALG00000013515
chrN00001:clu_234_+	Success	1.15560098194538	1	0.12844469303451	0.494361901739131	ENSFALG00000013515
chrN00001:clu_235_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013515
chrN00001:clu_236_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013548
chrN00001:clu_237_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000013548
chrN00001:clu_238_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000013548
chrN00001:clu_239_+	Success	3.51628231937582	4	0.134177307996102	0.500636260409282	ENSFALG00000013548
chrN00001:clu_24_+	Success	1.52589175780304	4	0.549197264479732	0.830663289504567	NA
chrN00001:clu_240_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chrN00001:clu_241_+	Success	0.257007454536961	1	0.473405978737309	0.787859750176975	NA
chrN00001:clu_242_+	Success	4.92390161981257	3	0.0199051689777236	0.283154040565646	NA
chrN00001:clu_243_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_244_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013565
chrN00001:clu_245_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000013565
chrN00001:clu_246_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000013565
chrN00001:clu_247_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013592
chrN00001:clu_248_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000013592
chrN00001:clu_249_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_25_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_250_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_251_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000013610
chrN00001:clu_252_+	Success	0.323272800052564	4	0.957753598561058	0.987757536152582	ENSFALG00000013610
chrN00001:clu_253_-	Success	0.872445875511858	1	0.186520201285119	0.566818566376952	ENSFALG00000026666,ENSFALG00000010760
chrN00001:clu_254_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_255_-	Success	0.210523709737913	2	0.810159846248007	0.935605386587367	ENSFALG00000026666
chrN00001:clu_256_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000010760,ENSFALG00000026666
chrN00001:clu_257_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000010760,ENSFALG00000026666
chrN00001:clu_258_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000010770
chrN00001:clu_259_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000010770
chrN00001:clu_26_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011201
chrN00001:clu_260_-	Success	1.06163888254571	2	0.34588847497464	0.712514151883149	NA
chrN00001:clu_261_-	Success	2.09121925866134	2	0.123536421104593	0.487701246372121	ENSFALG00000010776
chrN00001:clu_262_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000010776,ENSFALG00000027740
chrN00001:clu_263_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000010846
chrN00001:clu_264_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000010846
chrN00001:clu_265_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000010846
chrN00001:clu_266_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000010846
chrN00001:clu_267_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000010846
chrN00001:clu_268_-	Success	0.0634840105916794	2	0.938489125066522	0.979904429435503	ENSFALG00000010853
chrN00001:clu_269_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000010853
chrN00001:clu_27_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011201
chrN00001:clu_270_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000010875
chrN00001:clu_271_-	Success	0.0827193873382157	1	0.68419774228521	0.888067576688239	ENSFALG00000010875
chrN00001:clu_272_-	Success	0.0144973763615326	1	0.864791153112409	0.955061910084198	ENSFALG00000010875
chrN00001:clu_273_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000010875
chrN00001:clu_274_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000010959
chrN00001:clu_275_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000010959
chrN00001:clu_276_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000010959
chrN00001:clu_277_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000010959
chrN00001:clu_278_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000010965
chrN00001:clu_279_-	Success	1.19906347580627	2	0.301476419705256	0.667662734253379	ENSFALG00000010975
chrN00001:clu_28_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_280_-	Success	0.0306896676000505	1	0.804328978909724	0.934204219350677	ENSFALG00000010975
chrN00001:clu_281_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000010977
chrN00001:clu_282_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000010983
chrN00001:clu_283_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000011032
chrN00001:clu_284_-	Success	7.29111603260247	4	0.00565095089175214	0.181806501871917	ENSFALG00000011032
chrN00001:clu_285_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000011050
chrN00001:clu_286_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011117
chrN00001:clu_287_-	Success	0.178044542605107	2	0.836905144723154	0.947015689078772	ENSFALG00000011117
chrN00001:clu_288_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000011168
chrN00001:clu_289_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011168
chrN00001:clu_29_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011294
chrN00001:clu_290_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000011225
chrN00001:clu_291_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011225
chrN00001:clu_292_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011225
chrN00001:clu_293_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011225
chrN00001:clu_294_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_295_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_296_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_297_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_298_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_299_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_3_+	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000028426
chrN00001:clu_30_+	Success	1.58427525154229	4	0.530025505610623	0.820722058348717	ENSFALG00000011294
chrN00001:clu_300_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_301_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_302_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000011270
chrN00001:clu_303_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011329
chrN00001:clu_304_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000018764
chrN00001:clu_305_-	Success	1.77278201676188	3	0.31490052292605	0.685383118471888	ENSFALG00000026618
chrN00001:clu_306_-	Success	1.07053052971798	1	0.143402676059448	0.512643639822433	ENSFALG00000026618
chrN00001:clu_307_-	Success	0.0936584847953554	1	0.665159125216862	0.880523815492967	ENSFALG00000026618
chrN00001:clu_308_-	Success	2.87541714810504	6	0.451672612157614	0.778308912430763	ENSFALG00000026618
chrN00001:clu_309_-	Success	1.79186434002668	3	0.310064049700843	0.678612660415141	ENSFALG00000026618
chrN00001:clu_31_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_310_-	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_311_-	Success	1.11152080405282	6	0.898085256771162	0.965322315478555	ENSFALG00000011450
chrN00001:clu_312_-	Success	7.81767063239226	3	0.00134686062395284	0.100741919519086	ENSFALG00000011450
chrN00001:clu_313_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011450
chrN00001:clu_314_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chrN00001:clu_315_-	Success	0.787506757029405	8	0.991390974616016	0.998750161781704	ENSFALG00000011511
chrN00001:clu_316_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000011511
chrN00001:clu_317_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000011531
chrN00001:clu_318_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011515
chrN00001:clu_319_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000011515
chrN00001:clu_32_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011393,ENSFALG00000027820
chrN00001:clu_320_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011531
chrN00001:clu_321_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000011531
chrN00001:clu_322_-	Success	1.15215264239509	4	0.679985318062243	0.88734278031471	ENSFALG00000011531
chrN00001:clu_323_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011531
chrN00001:clu_324_-	Success	0.0243418876646331	1	0.825369637178249	0.941929927652443	ENSFALG00000011531
chrN00001:clu_325_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSFALG00000011531
chrN00001:clu_326_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011606
chrN00001:clu_327_-	<=1 sample with coverage>0	NA	NA	NA	NA	ENSFALG00000011606
chrN00001:clu_328_-	Success	5.8453067006667	9	0.231318235232239	0.610693945905927	ENSFALG00000011650,ENSFALG00000026400
chrN00001:clu_329_-	Success	0.026437822868786	1	0.818132915255436	0.938668816314355	ENSFALG00000026400,ENSFALG00000011650
chrN00001:clu_33_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011393
chrN00001:clu_330_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000011650,ENSFALG00000026400
chrN00001:clu_331_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chrN00001:clu_332_-	Not enough valid samples	NA	NA	NA	NA	ENSFALG00000011717
chrN00001:clu_333_-	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chrN00001:clu_334_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSFALG00000011779
chrN00001:clu_335_-	Success	6.2541024544837	4	0.013946380177619	0.256507169205648	ENSFALG00000011801
